"","Regulator","Target","RegulatorType","TargetType","regulatory_Mechanism"
"4939","BECN1","IRS1","PCG","PCG","interacts"
"4940","BECN1","ITPR1","PCG","PCG","interacts"
"4941","BECN1","CASP3","PCG","PCG","interacts"
"4942","BECN1","ULK1","PCG","PCG","interacts"
"4943","BECN1","CASP9","PCG","PCG","interacts"
"4944","BECN1","CASP8","PCG","PCG","interacts"
"4945","BECN1","BNIP3","PCG","PCG","interacts"
"4946","BECN1","SQSTM1","PCG","PCG","interacts"
"4947","BECN1","MAP1LC3A","PCG","PCG","interacts"
"4948","BECN1","MAP1LC3B","PCG","PCG","interacts"
"4949","BECN1","DAPK2","PCG","PCG","interacts"
"4950","BECN1","TRAF6","PCG","PCG","interacts"
"4951","BECN1","DAPK1","PCG","PCG","interacts"
"4952","BECN1","MYD88","PCG","PCG","interacts"
"4953","BECN1","MCL1","PCG","PCG","interacts"
"4954","BIRC3","RIPK3","PCG","PCG","interacts"
"4955","BIRC3","NFKB1","PCG","PCG","interacts"
"4956","BIRC3","RIPK1","PCG","PCG","interacts"
"4957","BIRC3","TRAF5","PCG","PCG","interacts"
"4958","BIRC3","TNFAIP3","PCG","PCG","interacts"
"4959","BIRC3","CASP8","PCG","PCG","interacts"
"4960","BIRC3","MYD88","PCG","PCG","interacts"
"4961","BIRC3","TNFRSF1B","PCG","PCG","interacts"
"4962","BIRC3","IKBKG","PCG","PCG","interacts"
"4963","BIRC3","MAP3K7","PCG","PCG","interacts"
"4964","BIRC3","CYLD","PCG","PCG","interacts"
"4965","BIRC3","GAPDH","PCG","PCG","interacts"
"4966","BIRC3","FADD","PCG","PCG","interacts"
"4967","BIRC3","TNF","PCG","PCG","interacts"
"4968","BIRC3","TRAF6","PCG","PCG","interacts"
"4969","BIRC3","DIABLO","PCG","PCG","interacts"
"4970","BIRC3","XIAP","PCG","PCG","interacts"
"4971","BIRC3","CASP9","PCG","PCG","interacts"
"4972","BIRC3","CASP3","PCG","PCG","interacts"
"4973","BIRC3","TRADD","PCG","PCG","interacts"
"4974","BIRC3","TRAF3","PCG","PCG","interacts"
"4975","BIRC5","CCNB1","PCG","PCG","interacts"
"4976","BIRC5","CENPE","PCG","PCG","interacts"
"4977","BIRC5","BUB1B","PCG","PCG","interacts"
"4978","BIRC5","CCNB2","PCG","PCG","interacts"
"4979","BIRC5","MELK","PCG","PCG","interacts"
"4980","BIRC5","PLK1","PCG","PCG","interacts"
"4981","BIRC5","TPX2","PCG","PCG","interacts"
"4982","BIRC5","CASP9","PCG","PCG","interacts"
"4983","BIRC5","CEP55","PCG","PCG","interacts"
"4984","BIRC5","CASP3","PCG","PCG","interacts"
"4985","BIRC5","SPAG5","PCG","PCG","interacts"
"4986","BIRC5","DIABLO","PCG","PCG","interacts"
"4987","BIRC5","TK1","PCG","PCG","interacts"
"4988","BIRC5","KIF4A","PCG","PCG","interacts"
"4989","BIRC5","PTTG1","PCG","PCG","interacts"
"4990","BIRC5","MKI67","PCG","PCG","interacts"
"4991","BIRC5","PRC1","PCG","PCG","interacts"
"4992","BIRC5","NEK2","PCG","PCG","interacts"
"4993","BIRC5","NUSAP1","PCG","PCG","interacts"
"4994","BIRC5","CCNA2","PCG","PCG","interacts"
"4995","BIRC5","CENPF","PCG","PCG","interacts"
"4996","BIRC5","XIAP","PCG","PCG","interacts"
"4997","BIRC5","CDCA3","PCG","PCG","interacts"
"4998","BIRC5","KIF20A","PCG","PCG","interacts"
"4999","BIRC5","TOP2A","PCG","PCG","interacts"
"5000","BIRC5","BUB1","PCG","PCG","interacts"
"5001","BIRC5","UBE2C","PCG","PCG","interacts"
"5002","BIRC5","CDC20","PCG","PCG","interacts"
"5003","BIRC5","CDK1","PCG","PCG","interacts"
"5004","BIRC5","INCENP","PCG","PCG","interacts"
"5005","BIRC7","UBA52","PCG","PCG","interacts"
"5006","BIRC7","DIABLO","PCG","PCG","interacts"
"5007","BIRC7","CASP3","PCG","PCG","interacts"
"5008","BIRC7","CASP9","PCG","PCG","interacts"
"5009","BLNK","SFN","PCG","PCG","interacts"
"5010","BLNK","NCK1","PCG","PCG","interacts"
"5011","BLNK","CBL","PCG","PCG","interacts"
"5012","BLNK","GRB2","PCG","PCG","interacts"
"5013","BMF","MCL1","PCG","PCG","interacts"
"5014","BMI1","CBX7","PCG","PCG","interacts"
"5015","BMI1","CBX4","PCG","PCG","interacts"
"5016","BMI1","SUZ12","PCG","PCG","interacts"
"5017","BMI1","EZH2","PCG","PCG","interacts"
"5018","BMI1","YAF2","PCG","PCG","interacts"
"5019","BMI1","EED","PCG","PCG","interacts"
"5020","BMI1","UBE2C","PCG","PCG","interacts"
"5021","BMI1","RING1","PCG","PCG","interacts"
"5022","BMI1","CDC23","PCG","PCG","interacts"
"5023","BMI1","CDKN2A","PCG","PCG","interacts"
"5024","BMI1","EZH1","PCG","PCG","interacts"
"5025","BMI1","BRCA1","PCG","PCG","interacts"
"5026","BMI1","HDAC2","PCG","PCG","interacts"
"5027","BMI1","COMMD3-BMI1","PCG","PCG","interacts"
"5028","BMP1","POSTN","PCG","PCG","interacts"
"5029","BMP2","MGP","PCG","PCG","interacts"
"5030","BMP2","BMP4","PCG","PCG","interacts"
"5031","BMP2","FGF2","PCG","PCG","interacts"
"5032","BMP2","RGMB","PCG","PCG","interacts"
"5033","BMP2","FN1","PCG","PCG","interacts"
"5034","BMP2","BMPR1A","PCG","PCG","interacts"
"5035","BMP2","BMPR2","PCG","PCG","interacts"
"5036","BMP2","SPP1","PCG","PCG","interacts"
"5037","BMP2","BMP7","PCG","PCG","interacts"
"5038","BMP2","GREM1","PCG","PCG","interacts"
"5039","BMP2","BMPR1B","PCG","PCG","interacts"
"5040","BMP4","SHH","PCG","PCG","interacts"
"5041","BMP4","GREM1","PCG","PCG","interacts"
"5042","BMP4","BMP7","PCG","PCG","interacts"
"5043","BMP4","BMPR1A","PCG","PCG","interacts"
"5044","BMP4","BMPR2","PCG","PCG","interacts"
"5045","BMP4","BMPR1B","PCG","PCG","interacts"
"5046","BMP7","BMPR1A","PCG","PCG","interacts"
"5047","BMP7","BMPR2","PCG","PCG","interacts"
"5048","BMP7","GREM1","PCG","PCG","interacts"
"5049","BMP7","BMPR1B","PCG","PCG","interacts"
"5050","BMPR1A","GDF6","PCG","PCG","interacts"
"5051","BMPR1A","RGMB","PCG","PCG","interacts"
"5052","BMPR1A","GDF2","PCG","PCG","interacts"
"5053","BMPR1A","BMPR1B","PCG","PCG","interacts"
"5054","BMPR1A","BMPR2","PCG","PCG","interacts"
"5055","BMPR1B","GDF6","PCG","PCG","interacts"
"5056","BMPR1B","RGMB","PCG","PCG","interacts"
"5057","BMPR1B","LIMK1","PCG","PCG","interacts"
"5058","BMPR1B","BMPR2","PCG","PCG","interacts"
"5059","BMPR1B","FKBP1A","PCG","PCG","interacts"
"5060","BMPR2","GDF6","PCG","PCG","interacts"
"5061","BMPR2","LIMK1","PCG","PCG","interacts"
"5062","BMPR2","TRPC3","PCG","PCG","interacts"
"5063","BMPR2","GDF2","PCG","PCG","interacts"
"5064","BNIP3","RHEB","PCG","PCG","interacts"
"5065","BNIP3","VDAC1","PCG","PCG","interacts"
"5066","BNIP3","MAP1LC3B","PCG","PCG","interacts"
"5067","BOK","MCL1","PCG","PCG","interacts"
"5068","BPTF","RSF1","PCG","PCG","interacts"
"5069","BPTF","SMARCA1","PCG","PCG","interacts"
"5070","BRAF","MAPK1","PCG","PCG","interacts"
"5071","BRAF","RRAS","PCG","PCG","interacts"
"5072","BRAF","YWHAH","PCG","PCG","interacts"
"5073","BRAF","RAP1B","PCG","PCG","interacts"
"5074","BRAF","KRAS","PCG","PCG","interacts"
"5075","BRAF","MAPK3","PCG","PCG","interacts"
"5076","BRAF","PIK3CA","PCG","PCG","interacts"
"5077","BRAF","IQGAP1","PCG","PCG","interacts"
"5078","BRAF","MAP2K1","PCG","PCG","interacts"
"5079","BRAF","PRKCE","PCG","PCG","interacts"
"5080","BRAF","GSK3B","PCG","PCG","interacts"
"5081","BRAF","HSP90AA1","PCG","PCG","interacts"
"5082","BRAF","NF1","PCG","PCG","interacts"
"5083","BRAF","NRAS","PCG","PCG","interacts"
"5084","BRAF","RAP1A","PCG","PCG","interacts"
"5085","BRAF","PTEN","PCG","PCG","interacts"
"5086","BRAF","SPRY2","PCG","PCG","interacts"
"5087","BRAF","YWHAZ","PCG","PCG","interacts"
"5088","BRAF","SOS1","PCG","PCG","interacts"
"5089","BRAF","RAF1","PCG","PCG","interacts"
"5090","BRAF","HRAS","PCG","PCG","interacts"
"5091","BRCA1","CCND1","PCG","PCG","interacts"
"5092","BRCA1","MSH2","PCG","PCG","interacts"
"5093","BRCA1","RPA1","PCG","PCG","interacts"
"5094","BRCA1","CCNB1","PCG","PCG","interacts"
"5095","BRCA1","CDK4","PCG","PCG","interacts"
"5096","BRCA1","CREBBP","PCG","PCG","interacts"
"5097","BRCA1","MARK4","PCG","PCG","interacts"
"5098","BRCA1","EP300","PCG","PCG","interacts"
"5099","BRCA1","MSH3","PCG","PCG","interacts"
"5100","BRCA1","CDK2","PCG","PCG","interacts"
"5101","BRCA1","CBX4","PCG","PCG","interacts"
"5102","BRCA1","ERBB2","PCG","PCG","interacts"
"5103","BRCA1","BUB1B","PCG","PCG","interacts"
"5104","BRCA1","PLK1","PCG","PCG","interacts"
"5105","BRCA1","TPX2","PCG","PCG","interacts"
"5106","BRCA1","CDC25A","PCG","PCG","interacts"
"5107","BRCA1","PRKDC","PCG","PCG","interacts"
"5108","BRCA1","EZH2","PCG","PCG","interacts"
"5109","BRCA1","SMC1A","PCG","PCG","interacts"
"5110","BRCA1","SMARCA4","PCG","PCG","interacts"
"5111","BRCA1","UBE2I","PCG","PCG","interacts"
"5112","BRCA1","UBE2C","PCG","PCG","interacts"
"5113","BRCA1","PARP1","PCG","PCG","interacts"
"5114","BRCA1","DHX9","PCG","PCG","interacts"
"5115","BRCA1","HDAC1","PCG","PCG","interacts"
"5116","BRCA1","RING1","PCG","PCG","interacts"
"5117","BRCA1","MDC1","PCG","PCG","interacts"
"5118","BRCA1","BRCA2","PCG","PCG","interacts"
"5119","BRCA1","HMMR","PCG","PCG","interacts"
"5120","BRCA1","CDC23","PCG","PCG","interacts"
"5121","BRCA1","RBBP8","PCG","PCG","interacts"
"5122","BRCA1","CHEK1","PCG","PCG","interacts"
"5123","BRCA1","TUBGCP5","PCG","PCG","interacts"
"5124","BRCA1","DROSHA","PCG","PCG","interacts"
"5125","BRCA1","HDAC2","PCG","PCG","interacts"
"5126","BRCA1","CCNA2","PCG","PCG","interacts"
"5127","BRCA1","H2AX","PCG","PCG","interacts"
"5128","BRCA1","RAD51","PCG","PCG","interacts"
"5129","BRCA2","MSH2","PCG","PCG","interacts"
"5130","BRCA2","CDK4","PCG","PCG","interacts"
"5131","BRCA2","KAT2B","PCG","PCG","interacts"
"5132","BRCA2","CDK2","PCG","PCG","interacts"
"5133","BRCA2","BUB1B","PCG","PCG","interacts"
"5134","BRCA2","PLK1","PCG","PCG","interacts"
"5135","BRCA2","PARP1","PCG","PCG","interacts"
"5136","BRCA2","HMMR","PCG","PCG","interacts"
"5137","BRCA2","CHEK1","PCG","PCG","interacts"
"5138","BRCA2","H2AX","PCG","PCG","interacts"
"5139","BRCA2","RBBP8","PCG","PCG","interacts"
"5140","BRCA2","EMSY","PCG","PCG","interacts"
"5141","BRCA2","RAD51","PCG","PCG","interacts"
"5142","BRD4","CDK7","PCG","PCG","interacts"
"5143","BRD4","EP300","PCG","PCG","interacts"
"5144","BRD4","HDAC1","PCG","PCG","interacts"
"5145","BRD4","SMARCA4","PCG","PCG","interacts"
"5146","BRD4","CDK9","PCG","PCG","interacts"
"5147","BRD7","EP300","PCG","PCG","interacts"
"5148","BRD7","SMARCB1","PCG","PCG","interacts"
"5149","BRD7","SMARCA4","PCG","PCG","interacts"
"5150","BRMS1","SAP30L","PCG","PCG","interacts"
"5151","BRMS1","HDAC1","PCG","PCG","interacts"
"5152","BRMS1","SIN3A","PCG","PCG","interacts"
"5153","BRMS1","HDAC2","PCG","PCG","interacts"
"5154","BRMS1L","SAP30L","PCG","PCG","interacts"
"5155","BRMS1L","HDAC2","PCG","PCG","interacts"
"5156","BRMS1L","SIN3A","PCG","PCG","interacts"
"5157","BRMS1L","HDAC1","PCG","PCG","interacts"
"5158","BRWD1","SMARCA4","PCG","PCG","interacts"
"5159","BSG","MMP1","PCG","PCG","interacts"
"5160","BSG","SLC2A1","PCG","PCG","interacts"
"5161","BSG","DPP4","PCG","PCG","interacts"
"5162","BSG","ITGB1","PCG","PCG","interacts"
"5163","BSG","CD44","PCG","PCG","interacts"
"5164","BSG","CAV1","PCG","PCG","interacts"
"5165","BTG2","PRMT1","PCG","PCG","interacts"
"5166","BUB1","NCAPH","PCG","PCG","interacts"
"5167","BUB1","NCAPG","PCG","PCG","interacts"
"5168","BUB1","CCNB1","PCG","PCG","interacts"
"5169","BUB1","KIF23","PCG","PCG","interacts"
"5170","BUB1","CENPE","PCG","PCG","interacts"
"5171","BUB1","PLK4","PCG","PCG","interacts"
"5172","BUB1","BUB1B","PCG","PCG","interacts"
"5173","BUB1","CCNB2","PCG","PCG","interacts"
"5174","BUB1","MELK","PCG","PCG","interacts"
"5175","BUB1","PLK1","PCG","PCG","interacts"
"5176","BUB1","TPX2","PCG","PCG","interacts"
"5177","BUB1","HMMR","PCG","PCG","interacts"
"5178","BUB1","CDC25C","PCG","PCG","interacts"
"5179","BUB1","CEP55","PCG","PCG","interacts"
"5180","BUB1","NEK2","PCG","PCG","interacts"
"5181","BUB1","CDC23","PCG","PCG","interacts"
"5182","BUB1","SPAG5","PCG","PCG","interacts"
"5183","BUB1","NUSAP1","PCG","PCG","interacts"
"5184","BUB1","CHEK1","PCG","PCG","interacts"
"5185","BUB1","KIF4A","PCG","PCG","interacts"
"5186","BUB1","UBE2C","PCG","PCG","interacts"
"5187","BUB1","PTTG1","PCG","PCG","interacts"
"5188","BUB1","KIF20A","PCG","PCG","interacts"
"5189","BUB1","MKI67","PCG","PCG","interacts"
"5190","BUB1","CCNA2","PCG","PCG","interacts"
"5191","BUB1","TOP2A","PCG","PCG","interacts"
"5192","BUB1","CENPF","PCG","PCG","interacts"
"5193","BUB1","CDK1","PCG","PCG","interacts"
"5194","BUB1","CDC20","PCG","PCG","interacts"
"5195","BUB1","KNL1","PCG","PCG","interacts"
"5196","BUB1B","TRIP13","PCG","PCG","interacts"
"5197","BUB1B","NCAPH","PCG","PCG","interacts"
"5198","BUB1B","NCAPG","PCG","PCG","interacts"
"5199","BUB1B","CCNB1","PCG","PCG","interacts"
"5200","BUB1B","KIF23","PCG","PCG","interacts"
"5201","BUB1B","CENPE","PCG","PCG","interacts"
"5202","BUB1B","PLK4","PCG","PCG","interacts"
"5203","BUB1B","SKA1","PCG","PCG","interacts"
"5204","BUB1B","INCENP","PCG","PCG","interacts"
"5205","BUB1B","RRM2","PCG","PCG","interacts"
"5206","BUB1B","MKI67","PCG","PCG","interacts"
"5207","BUB1B","TPX2","PCG","PCG","interacts"
"5208","BUB1B","CEP55","PCG","PCG","interacts"
"5209","BUB1B","SKA2","PCG","PCG","interacts"
"5210","BUB1B","RAD51","PCG","PCG","interacts"
"5211","BUB1B","SPAG5","PCG","PCG","interacts"
"5212","BUB1B","NUSAP1","PCG","PCG","interacts"
"5213","BUB1B","MELK","PCG","PCG","interacts"
"5214","BUB1B","KIF4A","PCG","PCG","interacts"
"5215","BUB1B","KIF20A","PCG","PCG","interacts"
"5216","BUB1B","PTTG1","PCG","PCG","interacts"
"5217","BUB1B","TOP2A","PCG","PCG","interacts"
"5218","BUB1B","UBE2C","PCG","PCG","interacts"
"5219","BUB1B","CCNB2","PCG","PCG","interacts"
"5220","BUB1B","CCNA2","PCG","PCG","interacts"
"5221","BUB1B","PPP2CA","PCG","PCG","interacts"
"5222","BUB1B","NEK2","PCG","PCG","interacts"
"5223","BUB1B","PLK1","PCG","PCG","interacts"
"5224","BUB1B","CDC23","PCG","PCG","interacts"
"5225","BUB1B","CDC20","PCG","PCG","interacts"
"5226","BUB1B","CENPF","PCG","PCG","interacts"
"5227","BUB1B","KNL1","PCG","PCG","interacts"
"5228","BUB1B","CDK1","PCG","PCG","interacts"
"5229","C1QBP","PHB2","PCG","PCG","interacts"
"5230","CADM1","HAVCR2","PCG","PCG","interacts"
"5231","CALM2","EEF2K","PCG","PCG","interacts"
"5232","CALM2","NOS3","PCG","PCG","interacts"
"5233","CALM2","RYR2","PCG","PCG","interacts"
"5234","CALM2","DAPK1","PCG","PCG","interacts"
"5235","CALM2","MARCKS","PCG","PCG","interacts"
"5236","CALM2","DAPK2","PCG","PCG","interacts"
"5237","CALM2","KCNN4","PCG","PCG","interacts"
"5238","CALM2","SELL","PCG","PCG","interacts"
"5239","CALM2","SNCA","PCG","PCG","interacts"
"5240","CAMK1D","NOS3","PCG","PCG","interacts"
"5241","CAMP","NFKB1","PCG","PCG","interacts"
"5242","CAMP","HLA-DRB1","PCG","PCG","interacts"
"5243","CAMP","CXCR2","PCG","PCG","interacts"
"5244","CAMP","GAPDH","PCG","PCG","interacts"
"5245","CARD11","MAP3K7","PCG","PCG","interacts"
"5246","CARD11","CHUK","PCG","PCG","interacts"
"5247","CARD11","TRAF6","PCG","PCG","interacts"
"5248","CARD11","IKBKG","PCG","PCG","interacts"
"5249","CARD8","DHX33","PCG","PCG","interacts"
"5250","CARD8","PYCARD","PCG","PCG","interacts"
"5251","CARD8","CASP9","PCG","PCG","interacts"
"5252","CARD8","NLRP3","PCG","PCG","interacts"
"5253","CARD8","CASP1","PCG","PCG","interacts"
"5254","CARM1","RPS6KB1","PCG","PCG","interacts"
"5255","CARM1","MAPK14","PCG","PCG","interacts"
"5256","CARM1","CREBBP","PCG","PCG","interacts"
"5257","CARM1","EP300","PCG","PCG","interacts"
"5258","CARM1","KAT2B","PCG","PCG","interacts"
"5259","CARM1","PABPC1","PCG","PCG","interacts"
"5260","CARM1","MAPK8","PCG","PCG","interacts"
"5261","CARM1","PRMT1","PCG","PCG","interacts"
"5262","CASP1","RIPK3","PCG","PCG","interacts"
"5263","CASP1","DHX33","PCG","PCG","interacts"
"5264","CASP1","PYCARD","PCG","PCG","interacts"
"5265","CASP1","IL1B","PCG","PCG","interacts"
"5266","CASP1","IL18","PCG","PCG","interacts"
"5267","CASP1","NOD2","PCG","PCG","interacts"
"5268","CASP1","FADD","PCG","PCG","interacts"
"5269","CASP1","NLRP3","PCG","PCG","interacts"
"5270","CASP1","CASP8","PCG","PCG","interacts"
"5271","CASP1","XIAP","PCG","PCG","interacts"
"5272","CASP1","TLR4","PCG","PCG","interacts"
"5273","CASP1","TNF","PCG","PCG","interacts"
"5274","CASP1","NAIP","PCG","PCG","interacts"
"5275","CASP1","MYD88","PCG","PCG","interacts"
"5276","CASP2","CASP3","PCG","PCG","interacts"
"5277","CASP3","MAPK1","PCG","PCG","interacts"
"5278","CASP3","PARP2","PCG","PCG","interacts"
"5279","CASP3","MDM2","PCG","PCG","interacts"
"5280","CASP3","RIPK1","PCG","PCG","interacts"
"5281","CASP3","CDH1","PCG","PCG","interacts"
"5282","CASP3","MAPK3","PCG","PCG","interacts"
"5283","CASP3","PAK1","PCG","PCG","interacts"
"5284","CASP3","FADD","PCG","PCG","interacts"
"5285","CASP3","CYCS","PCG","PCG","interacts"
"5286","CASP3","HIP1","PCG","PCG","interacts"
"5287","CASP3","VIM","PCG","PCG","interacts"
"5288","CASP3","MCL1","PCG","PCG","interacts"
"5289","CASP3","FAS","PCG","PCG","interacts"
"5290","CASP3","GSDME","PCG","PCG","interacts"
"5291","CASP3","MAP3K1","PCG","PCG","interacts"
"5292","CASP3","TNF","PCG","PCG","interacts"
"5293","CASP3","MAPK8","PCG","PCG","interacts"
"5294","CASP3","STK3","PCG","PCG","interacts"
"5295","CASP3","STK4","PCG","PCG","interacts"
"5296","CASP3","PAK2","PCG","PCG","interacts"
"5297","CASP3","ROCK1","PCG","PCG","interacts"
"5298","CASP3","CTNNB1","PCG","PCG","interacts"
"5299","CASP3","CDKN1A","PCG","PCG","interacts"
"5300","CASP3","CASP8","PCG","PCG","interacts"
"5301","CASP3","XIAP","PCG","PCG","interacts"
"5302","CASP3","PARP1","PCG","PCG","interacts"
"5303","CASP3","CASP9","PCG","PCG","interacts"
"5304","CASP8","RIPK3","PCG","PCG","interacts"
"5305","CASP8","TNFRSF10A","PCG","PCG","interacts"
"5306","CASP8","TNFSF10","PCG","PCG","interacts"
"5307","CASP8","PYCARD","PCG","PCG","interacts"
"5308","CASP8","RIPK1","PCG","PCG","interacts"
"5309","CASP8","IL1B","PCG","PCG","interacts"
"5310","CASP8","TNFRSF10B","PCG","PCG","interacts"
"5311","CASP8","TLR3","PCG","PCG","interacts"
"5312","CASP8","FADD","PCG","PCG","interacts"
"5313","CASP8","CYCS","PCG","PCG","interacts"
"5314","CASP8","MLKL","PCG","PCG","interacts"
"5315","CASP8","CASP9","PCG","PCG","interacts"
"5316","CASP8","NLRP3","PCG","PCG","interacts"
"5317","CASP8","TRADD","PCG","PCG","interacts"
"5318","CASP8","DIABLO","PCG","PCG","interacts"
"5319","CASP8","CHUK","PCG","PCG","interacts"
"5320","CASP8","IKBKG","PCG","PCG","interacts"
"5321","CASP8","XIAP","PCG","PCG","interacts"
"5322","CASP8","CYLD","PCG","PCG","interacts"
"5323","CASP8","TRAF6","PCG","PCG","interacts"
"5324","CASP8","SQSTM1","PCG","PCG","interacts"
"5325","CASP8","TNF","PCG","PCG","interacts"
"5326","CASP8","FAS","PCG","PCG","interacts"
"5327","CASP8","FASLG","PCG","PCG","interacts"
"5328","CASP9","PARP2","PCG","PCG","interacts"
"5329","CASP9","CYCS","PCG","PCG","interacts"
"5330","CASP9","DIABLO","PCG","PCG","interacts"
"5331","CASP9","PARP1","PCG","PCG","interacts"
"5332","CASP9","XIAP","PCG","PCG","interacts"
"5333","CAV1","LRP6","PCG","PCG","interacts"
"5334","CAV1","KDR","PCG","PCG","interacts"
"5335","CAV1","ICAM1","PCG","PCG","interacts"
"5336","CAV1","EGFR","PCG","PCG","interacts"
"5337","CAV1","NOS3","PCG","PCG","interacts"
"5338","CAV1","CAVIN2","PCG","PCG","interacts"
"5339","CAV1","HSP90AA1","PCG","PCG","interacts"
"5340","CAV1","TGFBR1","PCG","PCG","interacts"
"5341","CAV1","RAC1","PCG","PCG","interacts"
"5342","CAV1","PTEN","PCG","PCG","interacts"
"5343","CAV1","MAP1LC3B","PCG","PCG","interacts"
"5344","CAV1","CTNNB1","PCG","PCG","interacts"
"5345","CAV1","CD36","PCG","PCG","interacts"
"5346","CAV1","TLR4","PCG","PCG","interacts"
"5347","CAV1","FLOT2","PCG","PCG","interacts"
"5348","CAV1","IGF1R","PCG","PCG","interacts"
"5349","CAV1","FLOT1","PCG","PCG","interacts"
"5350","CAV1","HRAS","PCG","PCG","interacts"
"5351","CAV1","ITGB1","PCG","PCG","interacts"
"5352","CAV1","DPP4","PCG","PCG","interacts"
"5353","CAV1","FYN","PCG","PCG","interacts"
"5354","CBL","PIK3R2","PCG","PCG","interacts"
"5355","CBL","PDGFRA","PCG","PCG","interacts"
"5356","CBL","SPRY1","PCG","PCG","interacts"
"5357","CBL","TRAF6","PCG","PCG","interacts"
"5358","CBL","CTNNB1","PCG","PCG","interacts"
"5359","CBL","CDC42","PCG","PCG","interacts"
"5360","CBL","FRS2","PCG","PCG","interacts"
"5361","CBL","EPHA2","PCG","PCG","interacts"
"5362","CBL","SORBS2","PCG","PCG","interacts"
"5363","CBL","PTK2B","PCG","PCG","interacts"
"5364","CBL","SH3GL2","PCG","PCG","interacts"
"5365","CBL","FN1","PCG","PCG","interacts"
"5366","CBL","ERBB2","PCG","PCG","interacts"
"5367","CBL","UBA52","PCG","PCG","interacts"
"5368","CBL","CBLB","PCG","PCG","interacts"
"5369","CBL","KIT","PCG","PCG","interacts"
"5370","CBL","NCK1","PCG","PCG","interacts"
"5371","CBL","TGFBR2","PCG","PCG","interacts"
"5372","CBL","SHC1","PCG","PCG","interacts"
"5373","CBL","FYN","PCG","PCG","interacts"
"5374","CBL","MET","PCG","PCG","interacts"
"5375","CBL","GRB2","PCG","PCG","interacts"
"5376","CBL","EGFR","PCG","PCG","interacts"
"5377","CBL","SPRY2","PCG","PCG","interacts"
"5378","CBL","CRKL","PCG","PCG","interacts"
"5379","CBL","PIK3R1","PCG","PCG","interacts"
"5380","CBLB","PIK3R2","PCG","PCG","interacts"
"5381","CBLB","PIK3R3","PCG","PCG","interacts"
"5382","CBLB","PIK3CA","PCG","PCG","interacts"
"5383","CBLB","EGFR","PCG","PCG","interacts"
"5384","CBLB","FYN","PCG","PCG","interacts"
"5385","CBLB","PIK3CD","PCG","PCG","interacts"
"5386","CBLB","GRB2","PCG","PCG","interacts"
"5387","CBLB","UBA52","PCG","PCG","interacts"
"5388","CBLB","PIK3R1","PCG","PCG","interacts"
